start,end,text
2577.04,2579.04, I mean
2581.04,2583.34, A little bit about doing ultimate alternate ultimate
2585.34,2589.6," Anyway, there was a transition there anyway, fuck it. I don't care stick around will be right back"
2589.6,2591.12, I'm just gonna talk about shadow run
2592.4,2596.7599999999998," Yeah, they're really my game development. Yeah, I flew out here to talk about a little bit just one sound bite"
2596.7599999999998,2598.7599999999998," Now, thank you love you"
2598.7599999999998,2601.2799999999997, Just glad he listened to the show stick around will be right back
2603.4,2606.4, You're listening to one of yours part of the one up radio network
2607.44,2617.24, Can't get enough of deal dot TV then download our podcast just go to deal dot TV and click on the audio link
2617.24,2622.88, Turn the moves you'll be able to listen to Patrick Robert and the rest of the gang over and over and over again
2622.88,2627.12, Over to you here canal clean and don't share if you don't want to risk breading disease
2627.3599999999997,2644.68," All right, we're ready to dig into some shadow run with Mitch by the way as many people in the internet know him the fucking tool who made a shooter out of shadow run"
2644.68,2650.48, That would be me how dare you I dare do he meddled us those who dare metal horns. That's right
2650.48,2653.88," I did I've a guess is to why they're doing it this way, but I'm an aluminum talk first all right"
2653.88,2660.2400000000002," So yeah, so with the fuck's the deal dude. Why why take a brilliant RPG we were going to turn it into a brilliant first person"
2660.2400000000002,2663.6," She I guess we still have to wait for that, but yeah"
2664.52,2666.52," Really, why it what's the deal?"
2666.92,2671.96, Why make it a first person shooter in first place like the biggest fucking that was the number one question right of course
2671.96,2678.04, Why why but why and I think the other question I mean for a lot of our listeners might be what the fuck is shatter on?
2678.04,2680.32," Okay, okay, I think that's probably the place"
2680.32,2684.6400000000003," The fuck the fuck is shatter run the intellectual property no, I don't want time with the right"
2684.6400000000003,2686.44," All right, I'm gonna show power down. What is shatter now?"
2686.44,2689.7000000000003, There's like that whole big argument website with like the comic book series
2689.7000000000003,2692.04, I read that one time I was like what the hell is this shit?
2692.04,2696.56," Well, but the existence of the IP and the fans like he are the reason why people ask why is this a shooter?"
2696.56,2700.0800000000004, Sure absolutely I mean you as I say I'm it. It is a good role plane
2700.0800000000004,2704.04, You deserve the fan base. I used to be a big nerd and I really
2705.6400000000003,2710.0800000000004, Clearly that time is bad. I played the shadow right in pinnip paper game with my friends during college
2710.08,2714.52, What the hell is that your monophilament? I had this really awesome monophilament a whip keep that in your hands dude
2714.52,2719.36, Zag it was a really unique world. It is it was like the best cyber punk in a source book
2719.36,2723.2599999999998, You could get out there and there were games for super Nintendo and Genesis that were both really well
2723.64,2728.98, Regarded these RPG right and when we first heard that Microsoft had purchased the license and you guys everyone assumed
2728.98,2732.3199999999997, They're making like an MMO that make us awesome RPG everyone got so excited
2732.3199999999997,2735.64," Yes, and then when they find a girl revealed as a shooter mass disappointment"
2736.44,2738.24, Mass hysteria disappointment
2738.24,2743.4799999999996," Gas and dog living together right and of course don't forget the petitions fire mix get them and yes, yeah, that was awesome"
2743.7599999999998,2746.6, Again send my it's in those requests to me. I'll be glad to sign up
2747.7599999999998,2753.4799999999996," That's GL4 that one up that cutting people do that when they announced uh, you know halo wars"
2753.4799999999996,2757.9599999999996," Oh my god, it's a shooter where they are already doing training making this strategy game"
2757.9599999999996,2758.9599999999996, I think that's what Luke said
2758.9599999999996,2760.6," No, that was what I said actually"
2760.6,2762.6, I said I said I said
2762.6,2766.3999999999996," I thought they could trust game the least all love to ensemble, but that game is doomed really"
2766.4,2769.4, What do you think so back to you okay?
2769.4,2773.92," We go back no really if you want to go back to the marketing my game on do it, but I'm marketing here"
2773.92,2776.92, I'm you really want to hear go on. I'm I hear the what you don't want to hear
2776.92,2779.36," All right, I know you already bore me go"
2779.6800000000003,2781.6800000000003, Just like in jumpires three
2781.6800000000003,2784.76, Good six should a universal transcend John Rundra
2787.4,2792.56," All right, but transcend is John or enough that it was a doll game at one point did you know about that?"
2792.56,2797.12, You had Shane it was an action figure game like a hero click skin
2797.12,2801.96," Oh, there's there's gonna be one of those for a low there was one for crimson skies two was there?"
2801.96,2803.96," Yeah, yeah, absolutely"
2803.96,2812.44, You're and I'm sure my question the guy who created hero clicks is the guy who created the crimson skies in the microwave universe and the shadow on universe
2812.44,2815.4," There you go, so I think they're doing a halo game, too"
2815.4,2817.04, That was just an answer during like you know
2817.04,2817.68, Is that right?
2817.68,2823.8399999999997," Comic-con yeah, I'm not just being a jerk. He's not we're gonna buy them all I assume I haven't given to let's say he wants the boss"
2823.8399999999997,2825.8399999999997, Shit kidding me
2825.8399999999997,2828.96, I don't need to be like too Luke with love
2829.8399999999997,2832.8399999999997, Microsoft and we take it makes total sense to me to make a
2833.52,2839.24, RTS on I say have you right here? You are right here was there ever an MMO plan was that ever real?
2839.24,2845.2799999999997," No, no never never never real there was somebody doing an unauthorized MMO and you guys shut that down"
2845.28,2847.92, Season to sit we were the board F you
2848.48,2852.48," You know, yeah, you can't just take my stuff and just do whatever you want with it"
2853.1200000000003,2858.6800000000003, I might do something good with the last time Microsoft season to sit it was those kids who are making the good halo RTS
2858.6800000000003,2862.8, And it was like two weeks before they announced that I said six so I mean
2863.2400000000002,2867.0800000000004, There's a shooter for shadow run to me. It makes sense that you guys would do a shooter because
2867.2400000000002,2872.92, The Xbox 360's market is ultimately is a lot of shooter fans and they haven't really spread out from that
2872.92,2877.7200000000003, That that no spread is evidence in the sales of some game like the U of Paniata where if you can get people
2877.7200000000003,2883.76, Interestingly IPv2 shooter that would seem like a gateway drug toward remaking our PG that was exactly what we were thinking yeah
2883.76,2885.12, It really is
2885.12,2888.64," For you know, it fast that was but that's not why we made it a shooter"
2888.64,2893.52, That's the additional logic that comes on top of it right the real reason we made it a shooters
2893.8,2899.52, We make shooters every game we've ever made is a shooter right we're a multiplayer shooter
2899.96,2902.2, Joint and that's what it is and oh by the way
2902.2,2905.44," We make campaigns to go with our multiplayer shooters, but that's what we do"
2905.68,2909.88, So you know we put together the people at the crimson skies the people that did make war
2910.04,2914.48, The people that did mechas salt and then I heard John Howard the lead designer at halo
2915.16,2917.92, What do you think I'm gonna do you know like making our PG?
2917.92,2923.36," I'm gonna make a shooter cooking game. Yeah, exactly. Now. It's gonna be awesome. You know it's like you know"
2923.52,2925.12, Kicked up a notch
2925.2799999999997,2929.2," So yeah, we made we made a multiplayer shooter it just duh"
2929.6,2932.0, You know it just makes chatter run goes emerald
2935.2,2940.0," Well, yeah, that's what we did with the Shadow and Universe you have these different character classes"
2940.0,2944.72, Very unique and that plays well into this counter strike style game where you have multiple character classes
2945.3199999999997,2948.3199999999997," Yeah, you know we were calling it like shadows strike for a while"
2948.56,2953.88," Well, no, they were calling it halo strike one of my testers are originally just calling it halo strike"
2953.88,2956.76," Oh, I call it I after yesterday I call it halo with gadgets"
2957.08,2962.4, It's in terms of the pacing of the way the radical moves and the way the characters move with their jumping and the floaty
2962.4,2969.2400000000002, It's it's halo with like treats that you can't you don't have a halo why break something that works and sells millions and millions of units
2969.2400000000002,2973.6," It just doesn't make sense to me, right? And it didn't make sense to us the control scheme of"
2973.8,2978.2400000000002, Shadowrun is the control scheme of halo because that's kind of like the gold standard
2978.6,2980.88, Now for first person shooter that console
2980.88,2984.28," On a console, but on a console and to jump into and so that we can"
2984.28,2985.88," Yeah, I'm sure Sean's coming"
2985.88,2989.42," Yeah, no, it was a bit as far as like the adaptation to PC"
2989.42,2994.44, I mean Shadowrun is sort of the it is what's being pushed as the emblem of live anywhere and Sean
2994.8,3000.92, Sean's experience yesterday on the PC version wasn't necessarily indicative of a game that was developed from the ground up as a PC
3000.92,3003.44, Game right when you were talking to me about the menus yesterday
3003.44,3006.6800000000003, I just we are we ready to like jump to this level of I mean first
3006.6800000000003,3008.6800000000003," Yeah, no, let's get your game"
3008.7599999999998,3010.7599999999998, Yeah
3010.7599999999998,3015.6," Okay, well, I need a big part of the experience as far as you know as I'll look with saying is that it's"
3017.08,3021.04, Introducing live anywhere you have cross platform play you have you know people in 360 playing
3021.64,3023.68, PC people right and this is a big element of it
3023.68,3027.68, So at least on paper here's a game for PC players and a game for 360 players
3027.68,3032.1," Yeah, but I guess I was just wondering to what extent you know when you're saying it's a no brainer"
3032.1,3037.68, You when you when you have halo movement speed and you have halo gravity when you have halo amesist and you have you know all these things
3037.68,3042.3199999999997," Then it's a no brainer to make a 360 game along those lines, but those are all things"
3042.3199999999997,3046.7999999999997, I think are not necessarily universally despised by by hardcore PC shooter players
3046.96,3051.44, But they they're understood that those things are very very appropriate on console and
3052.0,3054.96, far less appropriate on on and less welcome
3054.96,3059.3999999999996, I go to the way I'm gonna turn it back any information. Why is that inappropriate on PC? Okay?
3059.96,3061.64," And by the way, it's not all"
3061.64,3065.52," 360 right, you know, okay. Well, let me let me okay"
3065.52,3070.0, So let's say if you obviously you have aamacist on on the control when you're playing with a controller
3070.0,3076.6," Sure, right and that that makes sense because of the the less per pixel accuracy of the analog stick compared to a mouse right"
3077.28,3082.88," Totally makes sense. Yeah, but and you have that there so that when they're playing against people with that per pixel"
3082.88,3085.12, I actually have a mouse that you have a level playing field
3085.52,3089.96," No, we have it on here because that's what makes a good first person should run console. Okay"
3090.28,3097.16, So here's my thing is like as I was dying like it's I get the sense that well for one the movement as I as I'm moving around with the mouse and stuff
3097.16,3099.96, I mean my looks speed is definitely PC shooter
3100.12,3104.44," Yeah, but the character movement is very halo and the jumping is very halo so"
3105.08,3109.96, It would translate to me to about like if you're playing in a low-graph server team for just counterstrike or something
3109.96,3113.7200000000003, And as soon as you jump to jump as to die you get or quake whatever you get railgun
3113.7200000000003,3117.64," You get because of the because of the auto wave. Yeah, there was nothing else in the game"
3117.64,3121.48," But running around and shooting yeah, but shuttle and so much more than that so"
3125.72,3127.72, I don't know
3129.72,3131.92, I want to hear what John
3131.92,3136.92, I want to hear you go have to see off on that because that's bullshit. I don't want to be like a fence reading
3136.92,3142.0, I'm just saying no it's my experience and I I like what I played you know like let's get that out first
3142.0,3145.3599999999997," I didn't know that yeah, it's isn't like God that was a piece of shit"
3145.36,3147.76," I can't wait to say how much I hate it. It's not that at all, but"
3148.2400000000002,3154.0, Looking at it in terms of this is a game for multiple audiences and how is it gonna work for these audience now?
3154.32,3156.56, What came to mind is I was playing was like okay
3157.28,3162.7200000000003, Everyone always wants to have this grudge match forever and you said this is a chance not to not to settle the score is
3162.88,3165.84," Controller better than mouse or vice versa, but let's all get together"
3165.84,3168.96, Let's all try together. That's important. But I know that's always there
3168.96,3173.04, More playing. I'm seeing people like you know Greg Ford eat jams like I got you
3173.04,3176.28, I got those PC guys and and I think you'd encourage that right? I think it's not a
3178.68,3184.96," And I'm like okay, dude, but your cursors just tracking fools around on its own on the screen and even though like you could be"
3184.96,3186.56, That's true with the PC
3186.56,3191.88," But this is yeah, I'm very reductionist, but like when you go from one to the other that's how it feels to me"
3191.88,3198.04, And that's how like a lot of console like shooters feel to me playing like great amount of time on PC shooters
3198.12,3201.88," Yeah, it feels like they're playing themselves to it to an extent now you don't accept those terms"
3201.88,3204.36," I know you won't accept those terms, but so that's cool"
3204.36,3209.32, Long-winded and now what I'm getting to is it was like if you say once a year you're like let's take the the five foot guys
3209.32,3212.84, And let's take the seven foot guys and let's all get it get a pickup game going
3212.84,3217.96, Now we're gonna have an eight foot high rim for these dudes and we're gonna have the ten foot regulation for these guys
3217.96,3221.48," Yeah, like that's cool. We can let's get together and do that again sometime next year"
3221.48,3226.96," We'll try again, but it's like you don't want to spend your whole year playing that on the eight foot rim dudes"
3226.96,3232.56, versus the ten foot rims just because that that works out for the fight the dudes are four and a half feet tall
3235.2400000000002,3241.16, What if they wait wait wait what if the game was fun right what if what if game was fun
3246.16,3251.04, I mean I was a couple of weeks ago and they said you know we start off making our games fun
3251.04,3253.36, That might be something you would look into is that right?
3253.36,3254.96," That's a new concept, but wait"
3254.96,3260.16, Let's just say let's just say that it was I don't think you're right
3260.16,3262.7200000000003, But what if it was five feet five footers like myself
3263.36,3268.56, versus seven footers right and the games were tied
3269.76,3274.64, You know all the time and it was an an edge of your seat experience right and it was fun every time
3274.64,3280.32, Who gives shit right? I still think in my experience that the people eventually get people would want to play
3280.8,3284.0," And they're oh you've like okay, we've settled at that's cool. It's there and again"
3284.0,3287.28, This isn't saying your game doesn't force people to play as far as I know
3287.28,3289.6800000000003," It doesn't force people to play in these circumstances. Oh no, not at all"
3289.6800000000003,3294.2400000000002, And I'm thinking it would be cool if not only that like if you were on the PC side because it's not even just
3294.96,3300.7200000000003, 360 versus PC it's controller versus mouse because you have excellent 360 controller support on PC
3300.7200000000003,3302.96," Yeah, I think I think that also has a badge"
3302.96,3307.84, So we're gonna play this with a controller on PC isn't that one of the ideas here that like on this and I
3307.84,3311.36, Mean it's like like the many system like Sean and I talked about yesterday
3311.36,3318.6400000000003, Sort of supports that very controller center. It's very controller actually the interface changes when you plug in a controller
3318.6400000000003,3322.84, Which was totally nuts because I was playing on PC because Mitch was trying again yesterday
3322.84,3326.44, He convinced me the PC doesn't suck which by the way. I agree. It's still sucks
3327.1600000000003,3329.1600000000003, You would you're selling exactly
3331.6000000000004,3333.6000000000004, Why does the PC version suck?
3333.6,3336.36, It feels like a console game that is exactly right
3336.36,3337.88, It never shields right
3337.88,3339.24," Well, but what does that mean?"
3339.24,3340.88," Hello, it's on the middle of the world"
3341.36,3343.2799999999997, Speed is a happy season for a second
3343.2799999999997,3348.2999999999997, Because I because I have a reputation me the stupid guy. I'll tell you because I just play games my feel when I play
3348.48,3350.2799999999997, Shadow run with mouse and keyboard
3350.2799999999997,3355.16, I'm not comfortable when I play it with a controller. I am locked in the totally fucking natural
3355.16,3359.4, The real deal right the reason why that is I mean to be supremely
3359.6800000000003,3368.1600000000003, simplistic is because it's halo with gadgets and the way that you know that pacing that you're used to if you're coming from a PC shooter background
3368.1600000000003,3372.64, And you pick up halo the first thing you do when you pick up halo if you've been playing CS you go
3372.64,3375.12," Oh my god, this is so fucking slow"
3375.12,3378.7200000000003, I'm jumping this is terrible. This it lies the redical move so slow
3378.7200000000003,3385.28," Turn the sense it's hitting up ten and it's still too fucking slow. It's imprecise. Okay, and that's the same experience that people as I mean"
3385.28,3390.0400000000004, That's like that fundamental difference between PC shooter and console shooter with Sean's getting it
3390.0400000000004,3391.88, That's why it feels that way to you. Okay
3391.88,3399.38," I was looking for specifics like that. Yeah, so say for example when you're when you're moving at that speed and when you have a"
3399.38,3402.48, Assist I think it's almost impossible to to dodge
3402.88,3407.0400000000004, Using not using your powers. It's almost it's almost impossible just to dodge by by jukeying
3407.0400000000004,3412.5600000000004, You're not strafe jumping. You're not bunny hopping or these things. They won't really be effective in getting you away from an SMG fire
3412.72,3418.2, So I think it's a great move again for the console senses. You have teleport teleport to eight to ten feet
3418.2,3422.12, And I can see there's so much so many wonderful possibilities for that you're able to go down
3422.2799999999997,3425.66," You know, so like you could just a night crawler type shit. Yeah, you're on a"
3426.0,3430.2, You just crouch down to go through the floor. You point up go up or something and that's so great
3430.2,3437.88, But the sense I got playing that again and again it works great on consoles like it's it's there as a means of dodging in a game with aim assist
3437.88,3442.7400000000002, And will slow movement. It's also a great way to dodge and play vases and it's like and again
3442.7400000000002,3448.32, That's a very console centric type solution to a invasion and and and joking and stuff to me
3448.6,3453.04," Coming from like a strafe jumping world where okay, you know, so in a PC world"
3453.2000000000003,3457.48, You're strafe and you jump and you right right and you exploit the physics of it
3457.48,3461.6800000000003, So that you're able to build momentum increasing with each jump. I get it cuz in shatterruns world
3462.1600000000003,3464.1600000000003, Use your powers
3464.1600000000003,3465.1600000000003, You teleport
3465.16,3471.0," You're trapping into the thing that you glide you glide off. Yeah, I mean there's like five or six ways of disengaging from"
3471.0,3475.5, Compass that you don't do another. Let me ask you a question. Are you are you tapping in a thing that like they used to call bounding?
3476.3999999999996,3479.24," Well, yeah, it has a million different forms bunny hopping straight jump"
3479.24,3484.44, But like are they're different and and that's what I knew it is but like we can like manipulate the physics of the game
3484.44,3487.48, So to like you were you moving in a diagonal and jump to you're moving in the highest
3488.0,3491.7999999999997," You're really using your you know, yeah, you're left and right keys, but why is that superior?"
3491.7999999999997,3493.48, That's not that's not not
3493.48,3499.88, Even one like necessarily say that but say like the speed of like half life death match where you have a sprint button and you jump and you can you move really fast
3499.88,3505.2, And it seems really cracked out to like to I think compared to the pacing of a console game what can
3505.2,3507.2, superior to me because
3507.2,3511.72, With that format with that interface because you're able to to move and look so much
3511.72,3516.34," Right, more rapidly and precisely that you need harder to hit targets because of it and"
3517.0,3520.68," Conversely because people aren't using the slower, you know analog stick"
3520.68,3525.8799999999997, They don't need you to be slower so that they can hit you so it's just a matter of like it just
3526.24,3532.2799999999997, Appropriate to the interface is really partly also. It's a matter of which which character race you play too
3532.2799999999997,3535.3999999999996, For example if you were playing a troll you're really slow if you're playing an elf
3535.3999999999996,3542.72, You're really fast and if you were to buy wired reflexes tech ability you're your double secret fast on top of that too
3542.72,3546.7999999999997, So maybe you just didn't get the full range of the movement and I'm not trying to defend it or anything
3546.7999999999997,3549.3199999999997, But you know there's probably just more to it than that
3549.32,3553.94," Right, so we didn't know the studio directors not defending the game. No, he's just don't fucking troll"
3553.94,3555.44, I'm not that I think I mean
3555.44,3557.94, I mean I'm not troll it's open season in my job
3557.94,3563.1400000000003," No, but I think that that's one of the things to talk about was that I mean we sort of all I mean garnet and"
3563.1400000000003,3567.26, Sharan I were all at the session two days ago now by the time this airs and we all did play the game
3567.26,3572.1200000000003, So I think that it's it's probably pretty reasonable that we talk a little bit about actually like the play experience to you
3572.1200000000003,3573.6200000000003, It should just like right
3573.62,3583.7799999999997, I mean if I just said if you ask me for one word what's your play experience slow or another one
3583.7799999999997,3589.56," Conquer me two words slow console I mean that's not minutia. That's no, but it's also what I came away from with it"
3589.56,3593.54," Wait wait, so Mike's your game was wrong you're then right. Yeah, okay"
3593.54,3600.54, Told you it was a pretty short experience show it was it was a short experience and that's what I sensual it was that I want to add
3600.54,3603.74, You could have stayed on freaking day to all and there wasn't a vending everything
3603.74,3609.36, I've said there is it was a very short experience with the game. How ever there is something I mean
3609.36,3612.8," I don't want to get all pops likeology, but you heard about the glad wheels book blank right"
3613.2599999999998,3617.5," Yeah, yeah about you know the extraordinary power of you know snap judgments"
3617.5,3622.86, And I think more so than anything that when someone breaks something down and tells you this game is good because it
3622.86,3628.2799999999997, It performs this function this function this function this function when you ask an average person they experience something
3628.28,3630.76, They come away and they just got that shitty and green on their face and they're like
3631.2400000000002,3635.6000000000004," That was fun. I want to play more. You know, and it was like and that is the sense you know"
3635.6000000000004,3637.2000000000003, I've also another elsewhere
3637.2000000000003,3641.7200000000003, I've converted to the hairs in the back of your neck and you can use that bitch and those were definitely going on for people
3641.7200000000003,3646.4, shoe at EGM on the console experience came away saying like I'm gonna go back there tonight play some more
3646.4,3650.0400000000004, I really like you know it so those are the things that like again
3650.0400000000004,3654.52, I mean I don't know you could say I'm special pleading or what but I have a very good track record of like
3655.08,3659.56, Life long battlefield. I mean not like as long as back get around and when 24 42 came out
3659.56,3661.96, I played it you two play sessions and I was like
3662.28,3666.9," This isn't gonna do it. You know, and then it was later on when I understood the reasons for it"
3666.9,3668.64," Yeah, the snap judgment proves so right now"
3668.64,3672.22, I had nothing against the game. I really wanted it to be here's the game
3672.22,3674.32, I'm gonna play for another 365 days
3674.32,3678.2," Yeah, and it was just a case of like my snap judgment on that"
3678.2,3682.16," But but snap judgment with the when I soon as I plug the controller and was like, hey, this is a great"
3682.68,3688.0, Controlled base but also like I tried to adjust your mouse sensitivity and it didn't work right off the bat
3688.0,3690.64, I think all of a sudden it's just like look I sat down at the controls and
3691.12,3694.64," At this very moment they're not quite right, you know"
3694.64,3699.2999999999997, And like the default config is completely wrong which a could have been a bug because we're not
3699.2999999999997,3702.94," Yeah, yeah, you know, I mean so your snap judgment is based on not a shipping game"
3703.22,3705.7," Right, which isn't quite fair and also I"
3705.8599999999997,3709.6, Maybe didn't hit the button right to get you the sensitivity you want to right off the bat
3709.6,3713.52," So you know, I'm just saying it's it's not it's not completely"
3713.52,3717.2, Very good about that. Any given day how many testers do you have playing this game?
3718.68,3723.24," Just quick off top of your head just go up. We had 20 okay, so the way fastest set up"
3723.24,3728.12, They actually have two test studios across the hall for me each other right because they constantly play it competitively
3728.72,3735.6, Very competitively what's the feedback from the people who like the PC version are they first of all
3735.6,3738.68, Are there people who like the PC version? I want this text amongst the testers
3738.68,3742.3399999999997," You meet okay, what do you mean prefer for for for for what did I say?"
3742.3399999999997,3746.88," Why why why you said like which like the man to please the loaded question, but if you prefer"
3746.88,3751.7," So people are I mean the test started playing the PC version. Oh, say what's your feedback? Why do they like it?"
3751.7,3753.2, It's real
3753.2,3757.24," It's just matter preference, you know, I don't have how's that influence how's that influence?"
3757.24,3760.88, What you've done with the game then the statistical breakdown of the preference. I know you haven't done this survey
3760.88,3763.92, The more numbers the ratio
3764.96,3771.1600000000003," No, but why did these people prefer the PC version because they're just because you know, it's like for me"
3771.1600000000003,3774.7200000000003, I learned how to play first person shooters on mouse keyboard
3774.7200000000003,3777.84, Right I learned to play shadow run on the controller
3777.84,3780.8, I'm more comfortable with shadow run on the controller
3780.8,3786.56," I'm getting pretty good at it in the mouse key. Okay, so what did it take to get the controls right for PC with mouse and keyboard?"
3786.56,3788.96, I can't answer that in the reason why I
3788.96,3792.06, That's the answer. I'm on the issue. I should look into that Michael. I mean it's a
3792.16,3794.84, Electricity into that. I'm not it's cool. It's just
3795.6,3799.32, What it is. I don't know. It's technical shit that I don't deal with you know
3799.32,3801.32, I'm very high level
3801.32,3804.48, I've got like three stars. Oh my god
3804.48,3808.58," I'm not the white my shoe. You know, oh no, it's no sage mariles are core"
3809.32,3813.04, Multiplayer desire and he's one of did if you go to shatteron.com
3813.2,3817.84, He wrote a little essay on how they did it a little bit more isn't it more like a dissertation
3817.84,3822.1600000000003," It's somewhere between ass and dissertation. Yeah, something like that. It's pretty lengthy as far as like yeah"
3822.1600000000003,3825.76, I'm not a multiplayer design. We're not hiding anything at all. There's nothing to hide
3825.92,3829.2000000000003, You know it works and I think it works well and all you have to do is do some
3830.08,3834.32," Adjustments and also that the menu to do it, you know bring it up, you know on screen"
3834.32,3840.08," Mm-hmm stuff like that. It wasn't working right right so whatever, you know, but how did we do it?"
3840.08,3843.28, I don't know I don't I don't I don't I don't care it's a mystery
3843.28,3846.8," I just don't care. It's fun. I don't care. Well, you play with a controller"
3847.2000000000003,3851.44," I play with the controller. Yeah, then why the hell you've been trying to sell me on playing a mouse and keyboard"
3851.6000000000004,3855.84, Because I've got this mouse keyboard game. I'm selling to
3856.6400000000003,3862.1600000000003," Jesus, I want PC gamers to play I game everybody from PC gamer the other day"
3862.7200000000003,3867.2000000000003, You know love the game and they played it mouse keyboard only they never even touch the controller
3867.2000000000003,3869.28, Are you trying to sell me on PC gamer having a
3869.52,3871.28, Remote
3871.28,3873.28, Easy
3873.28,3875.28, John or here he would not accept that
3875.28,3878.4," But um, but John's that here it's my show at the moment. Thank you very much"
3879.0400000000004,3883.36," What I wanted to talk about a little bit was just actually the core mechanics of the game. Yeah, yeah"
3883.6000000000004,3886.32, I mean you you talked yesterday and you talked a little bit
3886.7200000000003,3893.2000000000003, I mean a little bit hyperbolicly about how it was you know yeah a little bit about how it was like the first time I've ever seen you know
3893.28,3897.84, Like the use of magic and like the use of like the use of tackling I still think it was like
3897.92,3905.84, I still think you waiting it's innovation in the good job of the John. I still don't think I've done a good job of defining for people who are listening and we're what like fucking 25 minutes into this
3905.84,3907.84, Like what that's what it's like
3907.84,3913.76, Like let's not do Pillsy constipers. Let's do what is the game? What makes it unique? I'll give you I'll give you one example
3913.76,3915.6000000000004, And then I won't mention to talk more about the game
3915.6000000000004,3918.48, Because that's important. He hasn't given me that but I understand what game this is
3918.48,3923.6000000000004, But I want to tell you that I stayed after our demo session in play with like the Edelman and Microsoft guys
3923.6000000000004,3927.44, And they did this thing called like the what was it called? I believe the term use of the office was
3927.44,3933.92, Ambush rate it was our teleport ambush rape and like they had a troll who like I was chasing this troll
3933.92,3936.7200000000003, And I go around the corner chasing the troll. I'm like totally gonna kill the troll
3936.7200000000003,3942.4, I'm like I got this guy wired and then next thing I know three guys teleport through a wall behind me and just
3943.44,3947.76, Ask rape the shit out in like in the second in a second. I don't like to like harm this man
3947.76,3953.12, I run into the hall and like where am I getting shot from my turn around and there are three
3953.28,3955.28, What's the what's the name of like the corporate?
3955.76,3960.32," All right, hey, there's like three RNA guys behind me with guns just going nuts. I'm like"
3960.88,3965.52," Fuck them dead. Yeah, well, that's been like houses of our day buses the forces of DNA"
3966.6400000000003,3969.44, I was talking to a friend of mine today just that I'll recombient gonna win
3969.44,3973.0400000000004," Amen, he was like duty plate chatter running yesterday. I was a guy and that's and then he's like"
3973.0400000000004,3978.0800000000004," Well, what did you think and I said what I said at the beginning of the segment which was like halo with gadgets and he said"
3978.0800000000004,3982.4," Well, what do you mean halo with gadgets? I said well, it's pretty cool to like teleport through two walls"
3982.48,3989.52, Which to katana and then ghost and then like come on a ghost and sneak up on a guy and stab him and kill him and then like teleport out
3989.52,3994.64," Well, for you and like that's I mean that's something that you're not like I haven't really had an FPS experience like"
3994.88,3999.6800000000003, I thought that that was fun. I haven't got a chance to play a bunch of the maps like and I'm just talking about very core
4000.08,4005.28," Like console gaming, you know experience on only a handful of the maps. I mean the map design is gonna be a big thing"
4005.28,4010.32, I mean all the players a huge is almost like the soul focus of the game the bots do seem pretty bright
4010.8,4018.32," Yeah, they're real fun. But the game is a multiplayer game and it's the community is gonna drive basically and like that sort of experience was it was unique"
4018.32,4025.44," And it was interesting absolutely you know the thing is you say halo with gadget whatever. I mean, you know a great game with gadgets"
4025.44,4033.76," Okay fine, you know take that. Yeah, it's not meant to be pretty cool. No, it's cool. No when you were saying before it's like when you were saying, you know, what's the overview and you know"
4034.1600000000003,4036.8, Me being sort of hyperbolic and saying how innovative it was
4037.76,4042.4," I don't think it's hyperbolic really for example, you know in"
4044.7200000000003,4051.52, Perfect art zero you can see through walls right right and in Jedi night you could do force push
4052.1600000000003,4056.5600000000004," All right, so I'm not saying that we invented every single one of these"
4057.04,4061.52, Powers or abilities what I'm saying is that when you put them all together and to be able to
4061.52,4066.8, Combo them the way you can and shadow on and they have the four races with their own innate abilities
4067.2,4073.36," You know it's a unique experience. Well, I mean, there's something particularly promising about the game at high levels for a player to be in a"
4073.52,4078.72, Situation where they have like the katana which blocks bullets if you have a certain skill and to encounter
4079.28,4082.16, In a bit and to encounter to enter an encounter or you don't have
4082.56,4087.92, What's it lightning reflexes that would just a wired reflexes active and to be able to be swift enough on the control
4087.92,4094.64, It to hit the navigate the tech map menu and map it quickly and activate it block bullet bullets and then say like whoever you're fighting
4094.64,4098.24, Like there's the potential for a great deal of skill at least I mean
4098.64,4104.72," I don't I can only speak to the console version, but something like that's gonna be pretty rewarding to go like takes to be a part of in our"
4104.88,4108.8," Experience yeah, I totally agree no one no one that we were playing a job"
4108.8,4113.6," Like on the EGM or or one up in there there could do anything like that obviously, but I mean, yeah"
4113.6,4115.04, Have you had a kill yesterday?
4115.04,4117.04, Have either you guys played the specialist
4118.0,4121.280000000001," Is that the share is a half lifetime body really cool, but it's basically"
4121.76,4126.8," He takes your own sort of a spell a weapon. Yeah, with all full time and they would have like"
4127.04,4130.72, Where you be able to disarm people you'd be able to so what you could do is equivalent combos
4130.72,4134.8, And it worked really really well and if you could pull off those so satisfying now there are people in the studio
4134.8,4135.92, They can pull off
4135.92,4141.52, Lile shit that I couldn't possibly hope to and that but that the prospect of that to me is someone who's you know
4141.84,4148.160000000001, I think it's pretty well documented that I like shooters not in the same way that Sean does I like console shooters
4148.4800000000005,4152.8, But so but so it's interesting though like you can deflect bolt by you press a button and with a bit
4152.8,4159.040000000001," No, it's coming based on you activate as long as you activate a pat as far as I would it's a passive skill that you"
4159.040000000001,4161.360000000001, That you can't have that map to a shoulder button
